Animal,Peso,Sexo,Idade,Raça,FC,FR,PAS,T°C,Oximetria,Hematócrito,Arquivo
MATTE,"31,200",Macho,"9 anos, 7 meses, 5 dias
Pelagem",Golden retriever,138,,180 - 160,,97,,____ Evolução Clínica do Paciente ____ - MATTE - RAPHAEL.pdf
MAX,"39,000",Macho,"11 anos, 3 meses, 18 dias
Pelagem",Rottweiler,112,36,110,,94,,____ Evolução Clínica do Paciente ____ - MAX - MARINA (1).pdf
MAX,"39,000",Macho,"11 anos, 3 meses, 18 dias
Pelagem",Rottweiler,136 ,40 ,110 ,37.3,93,,____ Evolução Clínica do Paciente ____ - MAX - MARINA.pdf
MAYA,"8,000",Fêmea,"6 anos, 3 meses, 29 dias
Pelagem",Pug,108 - 104 ,40 - 28 ,120 - 120,,98,,____ Evolução Clínica do Paciente ____ - MAYA - PAULO (1).pdf
MEG,"3,150",Fêmea,"10 anos, 2 meses, 19 dias
Pelagem",Yorkshire terrier,1108 - 112 - 120 ,,140 - 160 - 140 ,,99,36,____ Evolução Clínica do Paciente ____ - MEG - FABIANA (1).pdf
MEG,"3,300",Fêmea,"10 anos, 2 meses, 19 dias
Pelagem",Yorkshire terrier,96 - 104,26 - 32 ,160 - 160 - 130,,,,____ Evolução Clínica do Paciente ____ - MEG - FABIANA (3).pdf
MEG,"3,300",Fêmea,"10 anos, 2 meses, 18 dias
Pelagem",Yorkshire terrier,120 - 108 - 100 ,32 - 32 - 28 ,140 - 140 - 160 ,,,,____ Evolução Clínica do Paciente ____ - MEG - FABIANA-1.pdf
MEG,"3,300",Fêmea,"10 anos, 2 meses, 18 dias
Pelagem",Yorkshire terrier,110 - 120 - 108 ,30 - 28 - 36 ,160 - 150 - 150 ,,98,32,____ Evolução Clínica do Paciente ____ - MEG - FABIANA-2.pdf
MEG,"3,400",Fêmea,"10 anos, 2 meses, 17 dias
Pelagem",Yorkshire terrier,112 - 128 - 136  ,,140 - 140 - 160 ,,98,,____ Evolução Clínica do Paciente ____ - MEG - FABIANA.pdf
MEG,"5,250",Fêmea,"14 anos, 4 meses, 12 dias
Pelagem",Shih-Tzu,92 - 96 - 84 ,28 - 32 - 24,120 - 180 - 130 ,,,,____ Evolução Clínica do Paciente ____ - MEG - THAIS (2).pdf
MEG,"5,250",Fêmea,"14 anos, 4 meses, 12 dias
Pelagem",Shih-Tzu,97 - 112 - 108 ,24 - 36 - 24 ,130 - 140 - 120 ,,99,,____ Evolução Clínica do Paciente ____ - MEG - THAIS.pdf
MEL,"6,450",Fêmea,"4 anos, 9 meses, 25 dias
Pelagem",Pug,98 - 104 ,20 - 28 ,110 - 100 ,,97,40,____ Evolução Clínica do Paciente ____ - MEL - ADRIANE (2).pdf
MEL,"6,450",Fêmea,"4 anos, 9 meses, 25 dias
Pelagem",Pug,,,,,96,,____ Evolução Clínica do Paciente ____ - MEL - ADRIANE (3).pdf
MEL,"6,450",Fêmea,"4 anos, 9 meses, 24 dias
Pelagem",Pug,,,,,96,,____ Evolução Clínica do Paciente ____ - MEL - ADRIANE-1.pdf
MEL,"6,450",Fêmea,"4 anos, 9 meses, 24 dias
Pelagem",Pug,116-68 ,20-20 ,110-110 ,,99,35,____ Evolução Clínica do Paciente ____ - MEL - ADRIANE.pdf
MEL,"11,300",Fêmea,"12 anos, 10 meses, 4 dias
Pelagem",SEM RAÇA DEFINIDA,,,160 - 200 - 160 - 144 ,,,,____ Evolução Clínica do Paciente ____ - MEL - AMALIA (1).pdf
MEL,"11,300",Fêmea,"12 anos, 10 meses, 2 dias
Pelagem",SEM RAÇA DEFINIDA,120 - 144 ,,160 - 220 ,,,,____ Evolução Clínica do Paciente ____ - MEL - AMALIA.pdf
MURPHY,"15,300",Macho,"5 anos, 4 meses, 6 dias
Pelagem",Cocker spaniel inglês,120 - 116 - 88 ,,160 - 150 - 160 ,,100,31,____ Evolução Clínica do Paciente ____ - MURPHY - CLAUDIO-1.pdf
MURPHY,"15,300",Macho,"5 anos, 4 meses, 6 dias
Pelagem",Cocker spaniel inglês,112 - 146 - 150,,130 - 160 - 160 - 160 - 160,,,,____ Evolução Clínica do Paciente ____ - MURPHY - CLAUDIO.pdf
NICK,"4,000",Macho,"7 anos, 8 meses, 2 dias
Pelagem",-,164 ,28 ,130 ,38.1,,,____ Evolução Clínica do Paciente ____ - NICK - GIOVANNA (1).pdf
NINA,"14,800",Fêmea,"15 anos, 3 meses, 2 dias
Pelagem",SEM RAÇA DEFINIDA,108 - 112 ,32 - 32 ,140 - 130 ,,,35,____ Evolução Clínica do Paciente ____ - NINA - ROBINEY (1)-1.pdf
NINA,"14,800",Fêmea,"15 anos, 2 meses, 27 dias
Pelagem",SEM RAÇA DEFINIDA,92-92 ,,130-120 ,,94,,____ Evolução Clínica do Paciente ____ - NINA - ROBINEY (1).pdf
NINA,"13,750",Fêmea,"15 anos, 8 meses, 5 dias
Pelagem",SEM RAÇA DEFINIDA,108 - 120 - 136 ,32 - 36 - 28  ,120 - 160 - 130 ,,,,____ Evolução Clínica do Paciente ____ - NINA - ROBINEY (2).pdf
NINA,"14,800",Fêmea,"15 anos, 3 meses, 2 dias
Pelagem",SEM RAÇA DEFINIDA,96- 112 ,36 ,160 - 140 ,,100,,____ Evolução Clínica do Paciente ____ - NINA - ROBINEY-1.pdf
NINA,"13,750",Fêmea,"15 anos, 8 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,108 - 100 ,28 - 24 ,140 - 130 ,,,,____ Evolução Clínica do Paciente ____ - NINA - ROBINEY-2.pdf
NINA,"14,800",Fêmea,"15 anos, 2 meses, 27 dias
Pelagem",SEM RAÇA DEFINIDA,98 - 112 ,,120-120 ,,97,,____ Evolução Clínica do Paciente ____ - NINA - ROBINEY.pdf
OZZY,"4,300",Macho,"12 anos, 3 meses, 8 dias
Pelagem",Spitz Alemão(Lulu da pomerania),148 ,52 ,140 - 160 ,,100,,____ Evolução Clínica do Paciente ____ - OZZY - Ana (1).pdf
OZZY,"4,300",Macho,"12 anos, 3 meses, 8 dias
Pelagem",Spitz Alemão(Lulu da pomerania),164 ,28 ,160 ,,98,,____ Evolução Clínica do Paciente ____ - OZZY - Ana (2).pdf
OZZY,"4,300",Macho,"12 anos, 3 meses, 9 dias
Pelagem",Spitz Alemão(Lulu da pomerania),104 ,28 ,140 ,,,,____ Evolução Clínica do Paciente ____ - OZZY - Ana (3).pdf
OZZY,"4,300",Macho,"12 anos, 3 meses, 9 dias
Pelagem",Spitz Alemão(Lulu da pomerania),112 - 116 ,36 ,160 - 140 ,,,,____ Evolução Clínica do Paciente ____ - OZZY - Ana-1.pdf
OZZY,"4,300",Macho,"12 anos, 3 meses, 8 dias
Pelagem",Spitz Alemão(Lulu da pomerania),160-144 ,32-28 ,140-140,,97,43,____ Evolução Clínica do Paciente ____ - OZZY - Ana.pdf
PANQUECA,"1,950",Fêmea,"7 anos, 24 dias
Pelagem",Biewer Terrier,128-144-132 ,64-48-68 ,120-130-130,,90,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON (1).pdf
PANQUECA,"1,950",Fêmea,"7 anos, 25 dias
Pelagem",Biewer Terrier,136-135-132 ,,130-120-140,,92,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON (2)-1.pdf
PANQUECA,"1,950",Fêmea,"7 anos, 26 dias
Pelagem",Biewer Terrier,144 ,,130 ,,,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON (2)-2.pdf
PANQUECA,"2,200",Fêmea,"7 anos, 23 dias
Pelagem",Biewer Terrier,123 - 120 ,24 - 32 ,110 - 130 ,,90,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON (2).pdf
PANQUECA,"1,950",Fêmea,"7 anos, 24 dias
Pelagem",Biewer Terrier,,,,,92,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON-1.pdf
PANQUECA,"1,950",Fêmea,"7 anos, 26 dias
Pelagem",Biewer Terrier,116 - 124  ,28 ,120- 130   ,,,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON-2.pdf
PANQUECA,"1,850",Fêmea,"7 anos, 29 dias
Pelagem",Biewer Terrier,124 - 140 ,44 - 36 ,130 - 120 ,,,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON-3.pdf
PANQUECA,"1,850",Fêmea,"7 anos, 29 dias
Pelagem",Biewer Terrier,144 - 160 - 144 ,28 ,130 - 150 - 160 ,,100,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON-4.pdf
PANQUECA,"2,200",Fêmea,"7 anos, 23 dias
Pelagem",Biewer Terrier,168 - 160 - 136   ,,120 - 140 - 120  ,,,,____ Evolução Clínica do Paciente ____ - PANQUECA - MARLON.pdf
PAÇOCA,"15,600",Macho,"12 anos, 1 dia
Pelagem",SEM RAÇA DEFINIDA,148 - 128 ,32 - 24 ,140 - 130 ,,,30,____ Evolução Clínica do Paciente ____ - PAÇOCA - OTAVIO.pdf
PEQUENA,"7,500",Fêmea,"13 anos, 11 meses, 18 dias
Pelagem",Shih-Tzu,140 - 150 ,26 - 24 ,150 - 160 ,,100,,____ Evolução Clínica do Paciente ____ - PEQUENA - ADRIANA (1)-1.pdf
PEQUENA,"7,500",Fêmea,"13 anos, 11 meses, 17 dias
Pelagem",Shih-Tzu,110 - 136 - 152 ,,110 - 180 - 140 - 160 - 140,,,,____ Evolução Clínica do Paciente ____ - PEQUENA - ADRIANA (1).pdf
PEQUENA,"7,500",Fêmea,"13 anos, 11 meses, 19 dias
Pelagem",Shih-Tzu,88 - 108,24 - 28 ,130 - 150,,,,____ Evolução Clínica do Paciente ____ - PEQUENA - ADRIANA (2).pdf
PEQUENA,"7,500",Fêmea,"13 anos, 11 meses, 19 dias
Pelagem",Shih-Tzu,128-100 ,24-40 ,140-140 ,,100,,____ Evolução Clínica do Paciente ____ - PEQUENA - ADRIANA-1.pdf
PEQUENA,"7,500",Fêmea,"13 anos, 11 meses, 18 dias
Pelagem",Shih-Tzu,136 - 158 ,,150 - 160 ,,99,,____ Evolução Clínica do Paciente ____ - PEQUENA - ADRIANA.pdf
PIPOCA,"4,700",Fêmea,"4 anos, 1 dia
Pelagem",Spitz Alemão(Lulu da pomerania),120 ,28 ,140 ,,,,____ Evolução Clínica do Paciente ____ - PIPOCA - RUBENS.pdf
PUCCA,"3,400",Fêmea,"15 anos, 28 dias
Pelagem",Poodle médio,136 - 88 - 84,24 - 32 ,150 - 140,,,,____ Evolução Clínica do Paciente ____ - PUCCA - THAIS (1).pdf
PUCCA,"3,400",Fêmea,"15 anos, 27 dias
Pelagem",Poodle médio,120 - 104 - 164 ,,160 - 150 - 160 ,,95,,____ Evolução Clínica do Paciente ____ - PUCCA - THAIS-1.pdf
PUCCA,"3,400",Fêmea,"15 anos, 27 dias
Pelagem",Poodle médio,148 - 156,22 - 24,100 - 130,,,,____ Evolução Clínica do Paciente ____ - PUCCA - THAIS.pdf
RICOTA,"9,000",Fêmea,"11 anos, 7 dias
Pelagem",Yorkshire terrier,92 - 106 - 116 ,,170 - 170 - 160 ,,96,,____ Evolução Clínica do Paciente ____ - RICOTA - JOSE (1)-1.pdf
RICOTA,"9,600",Fêmea,"11 anos, 6 dias
Pelagem",Yorkshire terrier,124 - 96 - 108 ,,190 - 150 - 170 - 160 ,,,,____ Evolução Clínica do Paciente ____ - RICOTA - JOSE (1).pdf
RICOTA,"9,000",Fêmea,"11 anos, 7 dias
Pelagem",Yorkshire terrier,96 - 131 ,,160 - 170 ,,,,____ Evolução Clínica do Paciente ____ - RICOTA - JOSE.pdf
RUTH,"5,200",Fêmea,"11 anos, 4 meses, 12 dias
Pelagem",Poodle médio,188 - 144 ,,160 - 170 - 150 ,,98,37,____ Evolução Clínica do Paciente ____ - RUTH - LETICIA.pdf
RÉGIS,"5,850",Macho,"14 anos, 4 meses, 4 dias
Pelagem",Shih-Tzu,152 ,,140 ,,,,____ Evolução Clínica do Paciente ____ - RÉGIS - SUELY (1)-1.pdf
RÉGIS,"5,850",Macho,"14 anos, 4 meses, 3 dias
Pelagem",Shih-Tzu,128,30,180,,98,,____ Evolução Clínica do Paciente ____ - RÉGIS - SUELY (1).pdf
RÉGIS,"5,850",Macho,"14 anos, 4 meses, 3 dias
Pelagem",Shih-Tzu,152 - 148 ,28 - 48,140,,96,,____ Evolução Clínica do Paciente ____ - RÉGIS - SUELY-1.pdf
RÉGIS,"5,850",Macho,"14 anos, 4 meses, 2 dias
Pelagem",Shih-Tzu,112 - 116 ,32 - 32 ,140 - 140  ,37.3 - 37.6  ,98,,____ Evolução Clínica do Paciente ____ - RÉGIS - SUELY.pdf
SHAKIRA,"3,600",Fêmea,"15 anos, 2 meses, 15 dias
Pelagem",Pinscher,100- 96 ,12 -12 ,150 - 120  ,,96,,____ Evolução Clínica do Paciente ____ - SHAKIRA - Adrianne.pdf
SHEIK,"17,300",Macho,"12 anos, 7 meses, 27 dias
Pelagem",Beagle,132,36,120,,98,,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA (1)-1.pdf
SHEIK,"17,300",Macho,"12 anos, 7 meses, 27 dias
Pelagem",Beagle,120-148 ,32-24 ,140-170 ,,96,,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA (1).pdf
SHEIK,"18,500",Macho,"12 anos, 7 meses, 24 dias
Pelagem",Beagle,140-144-152 ,,170-160-140 ,,97,,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA-1.pdf
SHEIK,"18,500",Macho,"12 anos, 7 meses, 25 dias
Pelagem",Beagle,128 ,32 ,120 ,,95,,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA-2.pdf
SHEIK,"18,500",Macho,"12 anos, 7 meses, 25 dias
Pelagem",Beagle,176,36,120,,98,,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA-3.pdf
SHEIK,"18,500",Macho,"12 anos, 7 meses, 26 dias
Pelagem",Beagle,128 - 116 ,36-36 ,180 - 160 - 140 ,38.1 - 37.7 - 38.2 ,,,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA-4.pdf
SHEIK,"18,500",Macho,"12 anos, 7 meses, 24 dias
Pelagem",Beagle,190-140-136 ,,130-130 ,,,52,____ Evolução Clínica do Paciente ____ - SHEIK - VALQUIRIA.pdf
SOFIA,"20,000",Fêmea,"15 anos, 10 meses, 17 dias
Pelagem",SEM RAÇA DEFINIDA,140 - 80 ,,180 - 130 ,,,,____ Evolução Clínica do Paciente ____ - SOFIA - DANIELA (1).pdf
SOFIA,"20,000",Fêmea,"15 anos, 10 meses, 17 dias
Pelagem",SEM RAÇA DEFINIDA,128 - 112,32 - 24,140 - 150,,,,____ Evolução Clínica do Paciente ____ - SOFIA - DANIELA.pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 14 dias
Pelagem",Shih-Tzu,52 - 68 - 64 ,36 - 36 - 36 ,120 - 130 - 140 ,,100,,____ Evolução Clínica do Paciente ____ - SOPHIA - MARINA (2).pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 15 dias
Pelagem",Shih-Tzu,100 - 100 - 96 ,24 - 28 - 20 ,140 - 140 - 130  ,,99,,____ Evolução Clínica do Paciente ____ - SOPHIA - MARINA (3).pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 14 dias
Pelagem",Shih-Tzu,96 - 100,32 - 36,140 - 140,36.9 - 36.7,97,,____ Evolução Clínica do Paciente ____ - SOPHIA - MARINA-1.pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 17 dias
Pelagem",Shih-Tzu,116 - 108,28 - 28,140 - 130,,97,,____ Evolução Clínica do Paciente ____ - SOPHIA - MARINA-2.pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 15 dias
Pelagem",Shih-Tzu,96 - 116,32 - 32,140 - 180 - 130,,,,____ Evolução Clínica do Paciente ____ - SOPHIA - MARINA-3.pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 13 dias
Pelagem",Shih-Tzu,80-104,24-44,130-130,,90,,____ Evolução Clínica do Paciente ____ - SOPHIA - MARINA.pdf
SOPHIE,"3,500",Fêmea,"6 anos, 2 meses, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),116 - 110 - 116 ,32 - 20 - 28  ,140 - 140 - 140 ,,100,,____ Evolução Clínica do Paciente ____ - SOPHIE - CARLA-1.pdf
SOPHIE,"3,500",Fêmea,"6 anos, 2 meses, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),128 - 110 ,20 - 28 ,140 - 150 ,,,,____ Evolução Clínica do Paciente ____ - SOPHIE - CARLA.pdf
STITCH,"6,950",Macho,"13 anos, 1 dia
Pelagem",Shih-Tzu,120 - 124 ,24 - 24 ,130 - 130 ,,97,52,____ Evolução Clínica do Paciente ____ - STITCH - ANTONIO (1).pdf
STITCH,"6,950",Macho,"13 anos, 2 dias
Pelagem",Shih-Tzu,,,,,98,,____ Evolução Clínica do Paciente ____ - STITCH - ANTONIO-1.pdf
MARVIN,,Macho,"7 anos, 7 meses, 14 dias
Pelagem",Pastor de shetland,128 ,,120 ,37.8 ,97,,____ADMISSÃO E EVOLUÇÃO_____ - MARVIN - DANIEL (1).pdf
AGE,"23,800",Macho,"4 anos, 3 meses, 16 dias
Pelagem",Chow chow,104 ,,110 ,37.4 ,,,____ADMISSÃO_____ - AGE - GABRIEL.pdf
AGHATA,"4,100",Fêmea,"10 anos, 7 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,104  ,32,110 - 60 - 80 - 100 - 110 ,,,,____ADMISSÃO_____ - AGHATA - ARIANA.pdf
Audrey,"6,250",Fêmea,"15 anos, 3 meses, 14 dias
Pelagem",SEM RAÇA DEFINIDA,72 - 104 ,,100 - 110 - 130 ,,95,,____ADMISSÃO_____ - Audrey - JESSICA.pdf
BIA,"2,100",Fêmea,"14 anos, 6 meses, 15 dias
Pelagem",Yorkshire terrier,165 - 104 - 112 ,28 - 28  ,90 - 100 - 140 - 150 - 170 - 150 - 130 ,,,,____ADMISSÃO_____ - BIA - JUSSARA.pdf
Bidu,"11,000",Macho,"13 anos, 7 meses, 25 dias
Pelagem",SEM RAÇA DEFINIDA,104 ,36 ,220 - 150 ,,,,____ADMISSÃO_____ - Bidu - Glaucia.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 13 dias
Pelagem",Spitz Alemão(Lulu da pomerania),104 ,28 ,120 ,,,,____ADMISSÃO_____ - BLUE - Andre (1).pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 15 dias
Pelagem",Spitz Alemão(Lulu da pomerania),132-100 ,20 ,150- 60 ,,,,____ADMISSÃO_____ - BLUE - Andre.pdf
BLUE,"20,500",Macho,"2 anos, 10 meses, 6 dias
Pelagem",Border collie,160  ,,180  ,31.1 ,93,,____ADMISSÃO_____ - BLUE - NATALLIA-1.pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 20 dias
Pelagem",Border collie,152 ,35 ,150 ,,,,____ADMISSÃO_____ - BLUE - NATALLIA.pdf
BOB,"18,450",Macho,"15 anos, 2 meses, 10 dias
Pelagem",SEM RAÇA DEFINIDA,156 - 100 ,,90 - 110 - 110 ,,,,____ADMISSÃO_____ - BOB - FELIPE (1).pdf
BOB,"18,500",Macho,"15 anos, 2 meses, 8 dias
Pelagem",SEM RAÇA DEFINIDA,76 - 100 ,,120 - 130 ,,,,____ADMISSÃO_____ - BOB - FELIPE.pdf
BOB,"13,900",Macho,"13 anos, 8 dias
Pelagem",SEM RAÇA DEFINIDA,112,36,140,,97,,____ADMISSÃO_____ - BOB - GLAUCO.pdf
BORIS,"9,700",Macho,"12 anos, 10 meses, 10 dias
Pelagem",Pug,112  - 116 - 128,,140  ,,,,____ADMISSÃO_____ - BORIS - CEVALLI.pdf
BUD,,Macho,"9 anos, 4 meses, 28 dias
Pelagem",Pastor de shetland,131 ,,120 ,,97,,____ADMISSÃO_____ - BUD - FELIPPE.pdf
CACAU,,Fêmea,"8 anos, 5 meses, 15 dias
Pelagem",Dachshund pelo curto,146 ,32 ,130 ,,,,____ADMISSÃO_____ - CACAU - FABIO.pdf
CARAMELO,"25,300",Macho,"9 anos, 4 meses, 15 dias
Pelagem",SEM RAÇA DEFINIDA,72 ,28 ,140 ,,97,,____ADMISSÃO_____ - CARAMELO - DIEGO.pdf
CARLOTA,,Fêmea,"2 anos, 11 meses, 5 dias
Pelagem",Scottish terrier,147 ,24 ,140 ,,100,,____ADMISSÃO_____ - CARLOTA - JOSELMA.pdf
CARLOTA,"9,750",Fêmea,"12 anos, 18 dias
Pelagem",Lhasa apso,160 ,,100 ,,,,____ADMISSÃO_____ - CARLOTA - LUCIA.pdf
CATARINA,,Fêmea,"2 anos, 7 meses, 4 dias
Pelagem",-,116 ,28,110 ,37 ,,,____ADMISSÃO_____ - CATARINA - LETICIA (1).pdf
CATENA,"39,000",Fêmea,"8 anos, 4 meses, 28 dias
Pelagem",Golden retriever,144 ,,160,,,,____ADMISSÃO_____ - CATENA - HELAINE.pdf
CECI,"8,000",Fêmea,"8 anos, 5 meses, 1 dia
Pelagem",Pug,110 ,32  ,120 ,,95,,____ADMISSÃO_____ - CECI - Solange (1).pdf
CHARLOTTE,"12,200",Fêmea,"10 anos, 3 meses, 8 dias
Pelagem",SEM RAÇA DEFINIDA,128 - 112 - 124,,140 - 140 - 130 ,,,,____ADMISSÃO_____ - CHARLOTTE - CRISTINA-1.pdf
CHARLOTTE,"12,300",Fêmea,"10 anos, 3 meses, 5 dias
Pelagem",SEM RAÇA DEFINIDA,120 ,40 ,120 ,,97,,____ADMISSÃO_____ - CHARLOTTE - CRISTINA.pdf
CHARLOTTE,"9,300",Fêmea,"8 anos, 1 mês, 12 dias
Pelagem",SEM RAÇA DEFINIDA,100  ,36  ,100 ,,93,,____ADMISSÃO_____ - CHARLOTTE - Silvania (1).pdf
CHER,,Fêmea,"7 anos, 4 meses, 10 dias
Pelagem",Yorkshire terrier,124 ,32 ,120 ,,97,,____ADMISSÃO_____ - CHER - SONIA.pdf
CHIQUINHA,"9,000",Fêmea,"9 anos, 1 mês, 14 dias
Pelagem",Pug,190 ,44 ,120 ,,99,,____ADMISSÃO_____ - CHIQUINHA - RODRIGO.pdf
CHORÃO,"28,300",Macho, ,Pastor alemão,86 ,56 ,130 ,,,,____ADMISSÃO_____ - CHORÃO - BRUNA.pdf
CRISTAL,"3,000",Fêmea,"12 anos, 8 meses, 24 dias
Pelagem",Chihuahua,160 - 170 ,44 ,150 ,,,,____ADMISSÃO_____ - CRISTAL - BEATRIZ.pdf
DODÓ,"3,900",Fêmea,"6 anos, 19 dias
Pelagem",Spitz Alemão(Lulu da pomerania),116 - 128  ,,120 - 130  ,,98,,____ADMISSÃO_____ - DODÓ - TÂNIA (1).pdf
DODÓ,"3,900",Fêmea,"6 anos, 12 dias
Pelagem",Spitz Alemão(Lulu da pomerania),152,,120 ,,100,,____ADMISSÃO_____ - DODÓ - TÂNIA-1.pdf
DODÓ,"3,850",Fêmea,"5 anos, 2 meses, 29 dias
Pelagem",Spitz Alemão(Lulu da pomerania),152 ,64 ,110 ,,,,____ADMISSÃO_____ - DODÓ - TÂNIA.pdf
DORIS,"31,200",Fêmea,"11 anos, 8 meses, 29 dias
Pelagem",Golden retriever,116 ,36 ,130 ,,98,,____ADMISSÃO_____ - DORIS - PATRICIA.pdf
DUQUE,"27,200",Macho,"12 anos
Pelagem",SEM RAÇA DEFINIDA,108 - 104 ,,170 - 160 ,,98,,____ADMISSÃO_____ - DUQUE - ARMANDO.pdf
FRED,"7,380",Macho,"8 anos, 2 meses, 25 dias
Pelagem",Cavalier king charles spaniel,136 ,56 ,120 ,,99,,____ADMISSÃO_____ - FRED - ANA.pdf
GALAK,"47,500",Macho,"10 anos, 1 mês, 13 dias
Pelagem",Labrador retriever,136 - 120 ,,110 - 120 ,,,,____ADMISSÃO_____ - GALAK - ANDRE.pdf
HOLLY,"28,800",Fêmea,"13 anos, 11 dias
Pelagem",Shar-pei,116 ,,180 ,,,,____ADMISSÃO_____ - HOLLY - Julia.pdf
HORUS,,Macho,"10 anos, 10 meses, 18 dias
Pelagem",Pug,144 - 132 ,28 - 32 ,150 - 140 ,37.5 - 37.0 ,96,,____ADMISSÃO_____ - HORUS - STEPHANIE.pdf
IPA,"5,500",Fêmea,"11 meses, 17 dias
Pelagem",Bulldog francês,142 ,,120 ,,97,,____ADMISSÃO_____ - IPA - MAIRA.pdf
JOAQUIM,"13,900",Macho,"10 anos, 9 meses, 11 dias
Pelagem",Maltês,132 ,,160 ,,99,,____ADMISSÃO_____ - JOAQUIM - Matheus.pdf
JUBA,"33,500",Fêmea,"10 anos, 8 meses, 6 dias
Pelagem",Chow chow,220 - 230 - 120 - 92 - 80 ,,40 - 60 - 110 - 90 - 80 - 100 - 160 ,39.9 - 38,95,,____ADMISSÃO_____ - JUBA - DESIREE-1.pdf
JUDY,"40,000",Fêmea,"12 anos, 4 meses, 20 dias
Pelagem",Labrador retriever,100 ,27 ,130 ,,98,,____ADMISSÃO_____ - JUDY - Silvia.pdf
JULIE,"40,000",Fêmea,"7 anos, 4 meses, 12 dias
Pelagem",Labrador retriever,136 ,40 ,150 ,,100,,____ADMISSÃO_____ - JULIE - ELIANA.pdf
JULIE,,Fêmea,"12 anos, 8 meses, 9 dias
Pelagem",Yorkshire terrier,116 ,32 ,120 ,,98,,____ADMISSÃO_____ - JULIE - Samara.pdf
KIARA,,Macho,"14 anos
Pelagem",SEM RAÇA DEFINIDA,97 ,,160 ,,97,,____ADMISSÃO_____ - KIARA - JADE (1).pdf
LARI,"20,000",Fêmea,"10 anos, 7 meses, 9 dias
Pelagem",SEM RAÇA DEFINIDA,156 ,,200 ,,97,,____ADMISSÃO_____ - LARI - Laura-1.pdf
LARI,"22,200",Fêmea,"10 anos, 1 mês, 8 dias
Pelagem",SEM RAÇA DEFINIDA,112 ,,180 ,,,,____ADMISSÃO_____ - LARI - Laura.pdf
LETICIA,"17,900",Fêmea,"13 anos, 10 meses, 2 dias
Pelagem",SEM RAÇA DEFINIDA,112 - 96 ,36 - 24 ,180 - 160 ,,98,,____ADMISSÃO_____ - LETICIA - LAURA.pdf
LOUISE,"34,400",Fêmea,"8 anos, 6 meses, 12 dias
Pelagem",Golden retriever,152 ,,120 ,,98,,____ADMISSÃO_____ - LOUISE - NEIVA.pdf
LUNA,"3,650",Fêmea,"10 anos, 6 meses, 13 dias
Pelagem",Yorkshire terrier,120 - 152 ,,140 - 130 ,,96,,____ADMISSÃO_____ - LUNA - MARINA.pdf
LUNA,"7,150",Fêmea,"13 anos, 6 meses, 28 dias
Pelagem",Lhasa apso,100 - 130 ,,120  ,,94,,____ADMISSÃO_____ - LUNA - Mariza (1).pdf
Luna,"19,000",Fêmea,"10 anos, 1 mês, 8 dias
Pelagem",Husky siberiano,200 - 190 - 88  ,,60 - 80 - 100 - 110 - 90 - 120 - 100 ,,,,____ADMISSÃO_____ - Luna - Mônica.pdf
MAGALI,"10,100",Fêmea,"8 anos, 5 meses, 1 dia
Pelagem",Pug,124 ,32  ,140  ,,95,,____ADMISSÃO_____ - MAGALI - Solange (1).pdf
MARLEY,"37,600",Macho,"12 anos, 10 meses, 29 dias
Pelagem",Golden retriever,136 - 125 ,,160 - 150 ,,95,,____ADMISSÃO_____ - MARLEY - MARCIA (1).pdf
MARLEY,"37,000",Macho,"12 anos, 10 meses, 26 dias
Pelagem",Golden retriever,150 - 120,,180 ,,97,,____ADMISSÃO_____ - MARLEY - MARCIA.pdf
MASSU,"23,950",Macho,"15 anos, 10 meses, 17 dias
Pelagem",SEM RAÇA DEFINIDA,104 - 116 ,36 - 32 ,120 - 130 ,,100,,____ADMISSÃO_____ - MASSU - Ligya.pdf
